"","from","from.lat","from.lon","to","to.lat","to.lon","percent"
"1","ABE",40.652099609375,-75.440803527832,"ATL",33.6366996765137,-84.4281005859375,19.047619047619
"2","ABE",40.652099609375,-75.440803527832,"CLE",41.4117012024,-81.8498001099,6.66666666666667
"3","ABE",40.652099609375,-75.440803527832,"CLT",35.2140007019043,-80.9430999755859,9.25925925925926
"4","ABE",40.652099609375,-75.440803527832,"DTW",42.2123985290527,-83.353401184082,6.49350649350649
"5","ABE",40.652099609375,-75.440803527832,"ORD",41.97859955,-87.90480042,16.3636363636364
"6","ABI",32.4113006592,-99.6819000244,"DFW",32.896800994873,-97.0380020141602,2.94117647058824
"7","ABQ",35.0401992797852,-106.609001159668,"AMA",35.2193984985352,-101.706001281738,16.6666666666667
"8","ABQ",35.0401992797852,-106.609001159668,"ATL",33.6366996765137,-84.4281005859375,7.2289156626506
"9","ABQ",35.0401992797852,-106.609001159668,"BWI",39.17539978,-76.66829681,17.6470588235294
"10","ABQ",35.0401992797852,-106.609001159668,"DAL",32.8470993041992,-96.8517990112305,12.9554655870445
"11","ABQ",35.0401992797852,-106.609001159668,"DEN",39.861698150635,-104.672996521,7.98898071625344
"12","ABQ",35.0401992797852,-106.609001159668,"DFW",32.896800994873,-97.0380020141602,6.46551724137931
"13","ABQ",35.0401992797852,-106.609001159668,"ELP",31.80719948,-106.3779984,7.14285714285714
"14","ABQ",35.0401992797852,-106.609001159668,"HOU",29.64539909,-95.27890015,12.5
"15","ABQ",35.0401992797852,-106.609001159668,"IAD",38.94449997,-77.45580292,6.89655172413793
"16","ABQ",35.0401992797852,-106.609001159668,"IAH",29.9843997955322,-95.3414001464844,8.53658536585366
"17","ABQ",35.0401992797852,-106.609001159668,"LAS",36.08010101,-115.1520004,19.2708333333333
"18","ABQ",35.0401992797852,-106.609001159668,"LAX",33.94250107,-118.4079971,14.0540540540541
"19","ABQ",35.0401992797852,-106.609001159668,"LBB",33.6636009216309,-101.822998046875,6.66666666666667
"20","ABQ",35.0401992797852,-106.609001159668,"MAF",31.9424991607666,-102.202003479004,50
"21","ABQ",35.0401992797852,-106.609001159668,"MCI",39.2976,-94.713898,22
"22","ABQ",35.0401992797852,-106.609001159668,"MCO",28.4293994903564,-81.3089981079102,11.864406779661
"23","ABQ",35.0401992797852,-106.609001159668,"MDW",41.7859992980957,-87.7524032592773,8.33333333333333
"24","ABQ",35.0401992797852,-106.609001159668,"MSP",44.8819999695,-93.2218017578,5.08474576271187
"25","ABQ",35.0401992797852,-106.609001159668,"OAK",37.7212982177734,-122.221000671387,8.75
