"","from","from.lat","from.lon","to","to.lat","to.lon","percent"
"1","ABE",40.652099609375,-75.440803527832,"ATL",33.6366996765137,-84.4281005859375,9.67741935483871
"2","ABE",40.652099609375,-75.440803527832,"CLE",41.4117012024,-81.8498001099,8
"4","ABE",40.652099609375,-75.440803527832,"CVG",39.0488014221,-84.6678009033,3.57142857142857
"5","ABE",40.652099609375,-75.440803527832,"DTW",42.2123985290527,-83.353401184082,5.12820512820513
"6","ABE",40.652099609375,-75.440803527832,"ORD",41.97859955,-87.90480042,21.0084033613445
"7","ABI",32.4113006592,-99.6819000244,"DFW",32.896800994873,-97.0380020141602,10.8490566037736
"8","ABQ",35.0401992797852,-106.609001159668,"AMA",35.2193984985352,-101.706001281738,37.5
"9","ABQ",35.0401992797852,-106.609001159668,"ATL",33.6366996765137,-84.4281005859375,4.3010752688172
"10","ABQ",35.0401992797852,-106.609001159668,"AUS",30.1944999694824,-97.6698989868164,9.09090909090909
"11","ABQ",35.0401992797852,-106.609001159668,"BWI",39.17539978,-76.66829681,7.69230769230769
"12","ABQ",35.0401992797852,-106.609001159668,"CVG",39.0488014221,-84.6678009033,19.3548387096774
"13","ABQ",35.0401992797852,-106.609001159668,"DAL",32.8470993041992,-96.8517990112305,15.9851301115242
"14","ABQ",35.0401992797852,-106.609001159668,"DEN",39.861698150635,-104.672996521,14.9367088607595
"15","ABQ",35.0401992797852,-106.609001159668,"DFW",32.896800994873,-97.0380020141602,22.6720647773279
"16","ABQ",35.0401992797852,-106.609001159668,"ELP",31.80719948,-106.3779984,26.0869565217391
"17","ABQ",35.0401992797852,-106.609001159668,"EWR",40.6925010681152,-74.168701171875,11.1111111111111
"18","ABQ",35.0401992797852,-106.609001159668,"HOU",29.64539909,-95.27890015,21.8390804597701
"19","ABQ",35.0401992797852,-106.609001159668,"IAD",38.94449997,-77.45580292,9.67741935483871
"20","ABQ",35.0401992797852,-106.609001159668,"IAH",29.9843997955322,-95.3414001464844,10.9452736318408
"21","ABQ",35.0401992797852,-106.609001159668,"LAS",36.08010101,-115.1520004,18.6274509803922
"22","ABQ",35.0401992797852,-106.609001159668,"LAX",33.94250107,-118.4079971,25.8536585365854
"23","ABQ",35.0401992797852,-106.609001159668,"LBB",33.6636009216309,-101.822998046875,29.0322580645161
"24","ABQ",35.0401992797852,-106.609001159668,"MAF",31.9424991607666,-102.202003479004,35.4838709677419
"25","ABQ",35.0401992797852,-106.609001159668,"MCI",39.2976,-94.713898,17.5438596491228
"26","ABQ",35.0401992797852,-106.609001159668,"MCO",28.4293994903564,-81.3089981079102,8.06451612903226
"27","ABQ",35.0401992797852,-106.609001159668,"MDW",41.7859992980957,-87.7524032592773,11.6666666666667
"28","ABQ",35.0401992797852,-106.609001159668,"MSP",44.8819999695,-93.2218017578,1.61290322580645
"29","ABQ",35.0401992797852,-106.609001159668,"OAK",37.7212982177734,-122.221000671387,20.9302325581395
"30","ABQ",35.0401992797852,-106.609001159668,"OKC",35.3931007385254,-97.600700378418,6.66666666666667
"31","ABQ",35.0401992797852,-106.609001159668,"ONT",34.0559997558594,-117.600997924805,14.2857142857143
"32","ABQ",35.0401992797852,-106.609001159668,"ORD",41.97859955,-87.90480042,22.5806451612903
"33","ABQ",35.0401992797852,-106.609001159668,"PDX",45.58869934,-122.5979996,38.7096774193548
"34","ABQ",35.0401992797852,-106.609001159668,"PHX",33.4342994689941,-112.012001037598,18.8340807174888
"35","ABQ",35.0401992797852,-106.609001159668,"SAN",32.7336006165,-117.190002441,22.4719101123595
"36","ABQ",35.0401992797852,-106.609001159668,"SAT",29.5337009429932,-98.4698028564453,9.43396226415094
"37","ABQ",35.0401992797852,-106.609001159668,"SEA",47.4490013122559,-122.30899810791,32.258064516129
"38","ABQ",35.0401992797852,-106.609001159668,"SFO",37.6189994812012,-122.375,12.9032258064516
"39","ABQ",35.0401992797852,-106.609001159668,"SLC",40.7883987426758,-111.977996826172,11.6402116402116
