"","from","from.lat","from.lon","to","to.lat","to.lon","percent"
"1","ABE",40.652099609375,-75.440803527832,"ATL",33.6366996765137,-84.4281005859375,20.9677419354839
"3","ABE",40.652099609375,-75.440803527832,"CLE",41.4117012024,-81.8498001099,7.69230769230769
"6","ABE",40.652099609375,-75.440803527832,"DTW",42.2123985290527,-83.353401184082,15.6626506024096
"7","ABE",40.652099609375,-75.440803527832,"LGA",40.77719879,-73.87259674,100
"8","ABE",40.652099609375,-75.440803527832,"ORD",41.97859955,-87.90480042,22.0338983050847
"9","ABE",40.652099609375,-75.440803527832,"PHL",39.871898651123,-75.241096496582,100
"10","ABI",32.4113006592,-99.6819000244,"DFW",32.896800994873,-97.0380020141602,15.4929577464789
"11","ABQ",35.0401992797852,-106.609001159668,"AMA",35.2193984985352,-101.706001281738,25.8064516129032
"12","ABQ",35.0401992797852,-106.609001159668,"ATL",33.6366996765137,-84.4281005859375,19.3548387096774
"13","ABQ",35.0401992797852,-106.609001159668,"AUS",30.1944999694824,-97.6698989868164,17.5438596491228
"14","ABQ",35.0401992797852,-106.609001159668,"BWI",39.17539978,-76.66829681,3.2258064516129
"15","ABQ",35.0401992797852,-106.609001159668,"CVG",39.0488014221,-84.6678009033,13.3333333333333
"16","ABQ",35.0401992797852,-106.609001159668,"DAL",32.8470993041992,-96.8517990112305,21.9230769230769
"17","ABQ",35.0401992797852,-106.609001159668,"DEN",39.861698150635,-104.672996521,15.2416356877323
"18","ABQ",35.0401992797852,-106.609001159668,"DFW",32.896800994873,-97.0380020141602,16.0493827160494
"19","ABQ",35.0401992797852,-106.609001159668,"ELP",31.80719948,-106.3779984,26.8292682926829
"20","ABQ",35.0401992797852,-106.609001159668,"EWR",40.6925010681152,-74.168701171875,22.2222222222222
"21","ABQ",35.0401992797852,-106.609001159668,"HOU",29.64539909,-95.27890015,26.7441860465116
"22","ABQ",35.0401992797852,-106.609001159668,"IAD",38.94449997,-77.45580292,6.45161290322581
"23","ABQ",35.0401992797852,-106.609001159668,"IAH",29.9843997955322,-95.3414001464844,18.9189189189189
"24","ABQ",35.0401992797852,-106.609001159668,"LAS",36.08010101,-115.1520004,20
"25","ABQ",35.0401992797852,-106.609001159668,"LAX",33.94250107,-118.4079971,28.2296650717703
"26","ABQ",35.0401992797852,-106.609001159668,"LBB",33.6636009216309,-101.822998046875,22.5806451612903
"27","ABQ",35.0401992797852,-106.609001159668,"MAF",31.9424991607666,-102.202003479004,38.7096774193548
"28","ABQ",35.0401992797852,-106.609001159668,"MCI",39.2976,-94.713898,24.5614035087719
"29","ABQ",35.0401992797852,-106.609001159668,"MCO",28.4293994903564,-81.3089981079102,12.9032258064516
"30","ABQ",35.0401992797852,-106.609001159668,"MDW",41.7859992980957,-87.7524032592773,9.67741935483871
"31","ABQ",35.0401992797852,-106.609001159668,"MSP",44.8819999695,-93.2218017578,9.67741935483871
"32","ABQ",35.0401992797852,-106.609001159668,"OAK",37.7212982177734,-122.221000671387,24.0963855421687
"33","ABQ",35.0401992797852,-106.609001159668,"OKC",35.3931007385254,-97.600700378418,25.8064516129032
